disease_name,ratio_name,numerator_name,numerator_tissues,denominator_name,denominator_tissues
physical activity,1-(1-enyl-palmitoyl)-2-linoleoyl-gpe (p-16:0/18:2)* to 1-oleoyl-2-arachidonoyl-gpe (18:1/20:4)*,1-(1-enyl-palmitoyl)-2-linoleoyl-gpe (p-16:0/18:2)*,Feces | Placenta | All Tissues | Brain,1-oleoyl-2-arachidonoyl-gpe (18:1/20:4)*,All Tissues | Brain
physical activity,1-(1-enyl-palmitoyl)-2-linoleoyl-gpe (p-16:0/18:2)* to 1-stearoyl-2-arachidonoyl-gpe (18:0/20:4),1-(1-enyl-palmitoyl)-2-linoleoyl-gpe (p-16:0/18:2)*,Feces | Placenta | All Tissues | Brain,1-stearoyl-2-arachidonoyl-gpe (18:0/20:4),Placenta | All Tissues | Brain
physical activity,1-(1-enyl-palmitoyl)-gpc (p-16:0)* to 1-(1-enyl-palmitoyl)-2-linoleoyl-gpc (p-16:0/18:2)*,1-(1-enyl-palmitoyl)-gpc (p-16:0)*,Blood | All Tissues,1-(1-enyl-palmitoyl)-2-linoleoyl-gpc (p-16:0/18:2)*,Blood | Feces | Saliva | Urine | All Tissues
physical activity,1-(1-enyl-stearoyl)-2-linoleoyl-gpe (p-18:0/18:2)* to 1-stearoyl-2-arachidonoyl-gpe (18:0/20:4),1-(1-enyl-stearoyl)-2-linoleoyl-gpe (p-18:0/18:2)*,Feces | Placenta | All Tissues | Brain,1-stearoyl-2-arachidonoyl-gpe (18:0/20:4),Placenta | All Tissues | Brain
physical activity,1-(1-enyl-stearoyl)-2-linoleoyl-gpe (p-18:0/18:2)* to stearoylcarnitine (c18),1-(1-enyl-stearoyl)-2-linoleoyl-gpe (p-18:0/18:2)*,Feces | Placenta | All Tissues | Brain,stearoylcarnitine (c18),Blood | Feces | Placenta | Urine
physical activity,1-oleoyl-2-arachidonoyl-gpe (18:1/20:4)* to 1-linoleoyl-gpc (18:2),1-oleoyl-2-arachidonoyl-gpe (18:1/20:4)*,All Tissues | Brain,1-linoleoyl-gpc (18:2),Blood | Feces | Placenta | Urine | All Tissues
physical activity,1-palmitoyl-gpe (16:0) to 1-palmitoyl-gpc (16:0),1-palmitoyl-gpe (16:0),Feces | Placenta | All Tissues,1-palmitoyl-gpc (16:0),Blood | Feces | Placenta | Urine | All Tissues
physical activity,docosatrienoate (22:3n3) to 1-stearoyl-2-docosahexaenoyl-gpc (18:0/22:6),docosatrienoate (22:3n6)*,Blood | Feces | Placenta,1-stearoyl-2-docosahexaenoyl-gpc (18:0/22:6),Blood | Feces | Urine | All Tissues
physical activity,docosatrienoate (22:3n3) to 1-stearoyl-2-docosahexaenoyl-gpc (18:0/22:6),docosatrienoate (22:3n3),Blood | Feces | Placenta,1-stearoyl-2-docosahexaenoyl-gpc (18:0/22:6),Blood | Feces | Urine | All Tissues
physical activity,docosatrienoate (22:3n3) to Docosahexaenoate DHA; 22:6n3,docosatrienoate (22:3n6)*,Blood | Feces | Placenta,docosahexaenoate (dha; 22:6n3),Adipose Tissue | Blood | Cerebrospinal Fluid (CSF) | Feces | Fibroblasts | Kidney | Liver | Neuron | Pancreas | Placenta | Platelet | Prostate | Skeletal Muscle | Testis | Urine | Epidermis | Intestine | Retina | Brain | Erythrocyte
physical activity,docosatrienoate (22:3n3) to Docosahexaenoate DHA; 22:6n3,docosatrienoate (22:3n3),Blood | Feces | Placenta,docosahexaenoate (dha; 22:6n3),Adipose Tissue | Blood | Cerebrospinal Fluid (CSF) | Feces | Fibroblasts | Kidney | Liver | Neuron | Pancreas | Placenta | Platelet | Prostate | Skeletal Muscle | Testis | Urine | Epidermis | Intestine | Retina | Brain | Erythrocyte
physical activity,docosatrienoate (22:3n3) to docosapentaenoate (n6 dpa; 22:5n6),docosatrienoate (22:3n6)*,Blood | Feces | Placenta,docosapentaenoate (n6 dpa; 22:5n6),Adipose Tissue | Blood | Feces | Fibroblasts | Placenta | Platelet | Urine
physical activity,docosatrienoate (22:3n3) to docosapentaenoate (n6 dpa; 22:5n6),docosatrienoate (22:3n3),Blood | Feces | Placenta,docosapentaenoate (n6 dpa; 22:5n6),Adipose Tissue | Blood | Feces | Fibroblasts | Placenta | Platelet | Urine
platelet count,1-(1-enyl-palmitoyl)-2-linoleoyl-gpe (p-16:0/18:2)* to 1-stearoyl-gpc (18:0),1-(1-enyl-palmitoyl)-2-linoleoyl-gpe (p-16:0/18:2)*,Feces | Placenta | All Tissues | Brain,1-stearoyl-gpc (18:0),Blood | Cerebrospinal Fluid (CSF) | Feces | Placenta | Saliva | Urine | All Tissues
platelet count,1-oleoyl-gpi (18:1) to 1-palmitoyl-gpc (16:0),1-oleoyl-gpi (18:1),Blood | Placenta | Urine,1-palmitoyl-gpc (16:0),Blood | Feces | Placenta | Urine | All Tissues
platelet count,1-oleoyl-gpi (18:1) to stearidonate (18:4n3),1-oleoyl-gpi (18:1),Blood | Placenta | Urine,stearidonate (18:4n3),Blood | Feces | Placenta
platelet count,1-palmitoyl-2-palmitoleoyl-gpc (16:0/16:1)* to 1-palmitoyl-2-arachidonoyl-gpi (16:0/20:4)*,1-palmitoyl-2-palmitoleoyl-gpc (16:0/16:1)*,Blood | Feces | Placenta | Urine | All Tissues,1-palmitoyl-2-arachidonoyl-gpi (16:0/20:4)*,Blood | Feces | Placenta | All Tissues | Brain
platelet count,1-palmitoyl-2-palmitoleoyl-gpc (16:0/16:1)* to palmitoylcarnitine (c16),1-palmitoyl-2-palmitoleoyl-gpc (16:0/16:1)*,Blood | Feces | Placenta | Urine | All Tissues,palmitoylcarnitine (c16),Blood | Feces | Placenta | Saliva | Urine
platelet count,1-stearoyl-2-oleoyl-gpc (18:0/18:1) to 1-palmitoyl-2-arachidonoyl-gpi (16:0/20:4)*,1-stearoyl-2-oleoyl-gpc (18:0/18:1),Blood | Feces | Placenta | Saliva | Urine | All Tissues,1-palmitoyl-2-arachidonoyl-gpi (16:0/20:4)*,Blood | Feces | Placenta | All Tissues | Brain
platelet count,dihomo-linolenate (20:3n3 or n6) to palmitoylcarnitine (c16),dihomo-linolenate (20:3n3 or n6),Adipose Tissue | Blood | Feces | Placenta | Saliva | Epidermis,palmitoylcarnitine (c16),Blood | Feces | Placenta | Saliva | Urine
platelet count,docosatrienoate (22:3n3) to myristate (14:0),docosatrienoate (22:3n6)*,Blood | Feces | Placenta,myristate (14:0),Adipose Tissue | Blood | Cerebrospinal Fluid (CSF) | Feces | Placenta | Prostate | Saliva | Spleen | Urine | Epidermis
platelet count,docosatrienoate (22:3n3) to myristate (14:0),docosatrienoate (22:3n3),Blood | Feces | Placenta,myristate (14:0),Adipose Tissue | Blood | Cerebrospinal Fluid (CSF) | Feces | Placenta | Prostate | Saliva | Spleen | Urine | Epidermis
platelet count,docosatrienoate (22:3n3) to palmitoleoylcarnitine (c16:1)*,docosatrienoate (22:3n6)*,Blood | Feces | Placenta,palmitoleoylcarnitine (c16:1)*,
platelet count,docosatrienoate (22:3n3) to palmitoleoylcarnitine (c16:1)*,docosatrienoate (22:3n3),Blood | Feces | Placenta,palmitoleoylcarnitine (c16:1)*,
platelet count,docosatrienoate (22:3n3) to palmitoylcarnitine (c16),docosatrienoate (22:3n6)*,Blood | Feces | Placenta,palmitoylcarnitine (c16),Blood | Feces | Placenta | Saliva | Urine
platelet count,docosatrienoate (22:3n3) to palmitoylcarnitine (c16),docosatrienoate (22:3n3),Blood | Feces | Placenta,palmitoylcarnitine (c16),Blood | Feces | Placenta | Saliva | Urine
platelet count,ergothioneine to palmitoylcarnitine (c16),ergothioneine,Blood | Placenta | Urine,palmitoylcarnitine (c16),Blood | Feces | Placenta | Saliva | Urine
platelet count,histidine betaine (hercynine)* to acetylcarnitine (c2),histidine betaine (hercynine)*,,acetylcarnitine (c2),Blood | Breast Milk | Cerebrospinal Fluid (CSF) | Feces | Neuron | Placenta | Prostate | Saliva | Skeletal Muscle | Urine | Brain | Semen
platelet count,histidine betaine (hercynine)* to margaroylcarnitine (c17)*,histidine betaine (hercynine)*,,margaroylcarnitine (c17)*,Blood | Urine
platelet volume,(16 or 17)-methylstearate (a19:0 or i19:0) to stearate (18:0),(16 or 17)-methylstearate (a19:0 or i19:0),Feces,stearate (18:0),Adipose Tissue | Blood | Cerebrospinal Fluid (CSF) | Feces | Fibroblasts | Neuron | Placenta | Platelet | Prostate | Saliva | Skeletal Muscle | Sweat | Urine | Epidermis | Intestine | Brain | Erythrocyte
platelet volume,1-(1-enyl-palmitoyl)-2-linoleoyl-gpe (p-16:0/18:2)* to 1-stearoyl-gpc (18:0),1-(1-enyl-palmitoyl)-2-linoleoyl-gpe (p-16:0/18:2)*,Feces | Placenta | All Tissues | Brain,1-stearoyl-gpc (18:0),Blood | Cerebrospinal Fluid (CSF) | Feces | Placenta | Saliva | Urine | All Tissues
platelet volume,1-(1-enyl-palmitoyl)-2-palmitoleoyl-gpc (p-16:0/16:1)* to 1-(1-enyl-palmitoyl)-2-linoleoyl-gpc (p-16:0/18:2)*,1-(1-enyl-palmitoyl)-2-palmitoleoyl-gpc (p-16:0/16:1)*,Blood | Feces | Placenta | Urine | All Tissues,1-(1-enyl-palmitoyl)-2-linoleoyl-gpc (p-16:0/18:2)*,Blood | Feces | Saliva | Urine | All Tissues
platelet volume,1-(1-enyl-palmitoyl)-2-palmitoleoyl-gpc (p-16:0/16:1)* to 1-(1-enyl-palmitoyl)-2-oleoyl-gpc (p-16:0/18:1)*,1-(1-enyl-palmitoyl)-2-palmitoleoyl-gpc (p-16:0/16:1)*,Blood | Feces | Placenta | Urine | All Tissues,1-(1-enyl-palmitoyl)-2-oleoyl-gpc (p-16:0/18:1)*,Blood | Feces | Saliva | Urine | All Tissues
platelet volume,1-(1-enyl-palmitoyl)-2-palmitoleoyl-gpc (p-16:0/16:1)* to 1-(1-enyl-palmitoyl)-2-palmitoyl-gpc (p-16:0/16:0)*,1-(1-enyl-palmitoyl)-2-palmitoleoyl-gpc (p-16:0/16:1)*,Blood | Feces | Placenta | Urine | All Tissues,1-(1-enyl-palmitoyl)-2-palmitoyl-gpc (p-16:0/16:0)*,Blood | Feces | Placenta | Saliva | Urine | All Tissues
platelet volume,1-oleoyl-gpi (18:1) to 1-palmitoyl-gpc (16:0),1-oleoyl-gpi (18:1),Blood | Placenta | Urine,1-palmitoyl-gpc (16:0),Blood | Feces | Placenta | Urine | All Tissues
platelet volume,1-palmitoleoyl-gpc (16:1)* to 1-myristoyl-2-palmitoyl-gpc (14:0/16:0),1-palmitoleoyl-gpc (16:1)*,Blood | Feces | Placenta | Urine | All Tissues,1-myristoyl-2-palmitoyl-gpc (14:0/16:0),Blood | Feces | All Tissues
platelet volume,1-palmitoleoyl-gpc (16:1)* to 1-palmitoyl-gpc (16:0),1-palmitoleoyl-gpc (16:1)*,Blood | Feces | Placenta | Urine | All Tissues,1-palmitoyl-gpc (16:0),Blood | Feces | Placenta | Urine | All Tissues
platelet volume,1-palmitoleoyl-gpc (16:1)* to palmitoylcarnitine (c16),1-palmitoleoyl-gpc (16:1)*,Blood | Feces | Placenta | Urine | All Tissues,palmitoylcarnitine (c16),Blood | Feces | Placenta | Saliva | Urine
platelet volume,1-palmitoleoyl-gpc (16:1)* to stearoylcarnitine (c18),1-palmitoleoyl-gpc (16:1)*,Blood | Feces | Placenta | Urine | All Tissues,stearoylcarnitine (c18),Blood | Feces | Placenta | Urine
platelet volume,1-palmitoyl-2-palmitoleoyl-gpc (16:0/16:1)* to 1-myristoyl-2-palmitoyl-gpc (14:0/16:0),1-palmitoyl-2-palmitoleoyl-gpc (16:0/16:1)*,Blood | Feces | Placenta | Urine | All Tissues,1-myristoyl-2-palmitoyl-gpc (14:0/16:0),Blood | Feces | All Tissues
platelet volume,1-palmitoyl-2-palmitoleoyl-gpc (16:0/16:1)* to palmitoylcarnitine (c16),1-palmitoyl-2-palmitoleoyl-gpc (16:0/16:1)*,Blood | Feces | Placenta | Urine | All Tissues,palmitoylcarnitine (c16),Blood | Feces | Placenta | Saliva | Urine
platelet volume,10-heptadecenoate (17:1n7) to margarate (17:0),10-heptadecenoate (17:1n7),Blood | Feces | Placenta,margarate (17:0),Adipose Tissue | Blood | Feces | Placenta | Prostate | Saliva | Skeletal Muscle | Urine
platelet volume,10-heptadecenoate (17:1n7) to myristate (14:0),10-heptadecenoate (17:1n7),Blood | Feces | Placenta,myristate (14:0),Adipose Tissue | Blood | Cerebrospinal Fluid (CSF) | Feces | Placenta | Prostate | Saliva | Spleen | Urine | Epidermis
platelet volume,10-heptadecenoate (17:1n7) to nonadecanoate (19:0),10-heptadecenoate (17:1n7),Blood | Feces | Placenta,nonadecanoate (19:0),Feces | Placenta
platelet volume,10-heptadecenoate (17:1n7) to palmitate (16:0),10-heptadecenoate (17:1n7),Blood | Feces | Placenta,palmitate (16:0),Adipose Tissue | Bladder | Blood | Cerebrospinal Fluid (CSF) | Feces | Fibroblasts | Kidney | Placenta | Platelet | Prostate | Saliva | Skeletal Muscle | Sweat | Urine | Epidermis
platelet volume,10-heptadecenoate (17:1n7) to palmitoleate (16:1n7),10-heptadecenoate (17:1n7),Blood | Feces | Placenta,palmitoleate (16:1n7),Adipose Tissue | Blood | Cerebrospinal Fluid (CSF) | Feces | Placenta | Prostate | Saliva | Skeletal Muscle | Urine
platelet volume,10-heptadecenoate (17:1n7) to pentadecanoate (15:0),10-heptadecenoate (17:1n7),Blood | Feces | Placenta,pentadecanoate (15:0),Adipose Tissue | Blood | Feces | Saliva | Sweat | Urine
platelet volume,10-heptadecenoate (17:1n7) to stearate (18:0),10-heptadecenoate (17:1n7),Blood | Feces | Placenta,stearate (18:0),Adipose Tissue | Blood | Cerebrospinal Fluid (CSF) | Feces | Fibroblasts | Neuron | Placenta | Platelet | Prostate | Saliva | Skeletal Muscle | Sweat | Urine | Epidermis | Intestine | Brain | Erythrocyte
platelet volume,10-nonadecenoate (19:1n9) to margarate (17:0),10-nonadecenoate (19:1n9),Blood | Feces | Placenta,margarate (17:0),Adipose Tissue | Blood | Feces | Placenta | Prostate | Saliva | Skeletal Muscle | Urine
platelet volume,10-nonadecenoate (19:1n9) to palmitate (16:0),10-nonadecenoate (19:1n9),Blood | Feces | Placenta,palmitate (16:0),Adipose Tissue | Bladder | Blood | Cerebrospinal Fluid (CSF) | Feces | Fibroblasts | Kidney | Placenta | Platelet | Prostate | Saliva | Skeletal Muscle | Sweat | Urine | Epidermis
platelet volume,10-nonadecenoate (19:1n9) to palmitoleate (16:1n7),10-nonadecenoate (19:1n9),Blood | Feces | Placenta,palmitoleate (16:1n7),Adipose Tissue | Blood | Cerebrospinal Fluid (CSF) | Feces | Placenta | Prostate | Saliva | Skeletal Muscle | Urine
platelet volume,10-nonadecenoate (19:1n9) to stearate (18:0),10-nonadecenoate (19:1n9),Blood | Feces | Placenta,stearate (18:0),Adipose Tissue | Blood | Cerebrospinal Fluid (CSF) | Feces | Fibroblasts | Neuron | Placenta | Platelet | Prostate | Saliva | Skeletal Muscle | Sweat | Urine | Epidermis | Intestine | Brain | Erythrocyte
platelet volume,3-hydroxylaurate to 5-dodecenoate (12:1n7),3-hydroxylaurate,Blood | Feces | Placenta,5-dodecenoate (12:1n7),Feces
platelet volume,3-hydroxymyristate to palmitoleate (16:1n7),3-hydroxymyristate,,palmitoleate (16:1n7),Adipose Tissue | Blood | Cerebrospinal Fluid (CSF) | Feces | Placenta | Prostate | Saliva | Skeletal Muscle | Urine
platelet volume,3-hydroxyoleoylcarnitine to stearate (18:0),3-hydroxyoleoylcarnitine,,stearate (18:0),Adipose Tissue | Blood | Cerebrospinal Fluid (CSF) | Feces | Fibroblasts | Neuron | Placenta | Platelet | Prostate | Saliva | Skeletal Muscle | Sweat | Urine | Epidermis | Intestine | Brain | Erythrocyte
platelet volume,5-dodecenoate (12:1n7) to 3-hydroxymyristate,5-dodecenoate (12:1n7),Feces,3-hydroxymyristate,
platelet volume,5-dodecenoate (12:1n7) to caprate (10:0),5-dodecenoate (12:1n7),Feces,caprate (10:0),Blood | Breast Milk | Feces | Placenta | Saliva | Sweat | Urine | Epidermis
platelet volume,5-dodecenoate (12:1n7) to margarate (17:0),5-dodecenoate (12:1n7),Feces,margarate (17:0),Adipose Tissue | Blood | Feces | Placenta | Prostate | Saliva | Skeletal Muscle | Urine
platelet volume,5-dodecenoate (12:1n7) to myristate (14:0),5-dodecenoate (12:1n7),Feces,myristate (14:0),Adipose Tissue | Blood | Cerebrospinal Fluid (CSF) | Feces | Placenta | Prostate | Saliva | Spleen | Urine | Epidermis
platelet volume,5-dodecenoate (12:1n7) to nonadecanoate (19:0),5-dodecenoate (12:1n7),Feces,nonadecanoate (19:0),Feces | Placenta
platelet volume,5-dodecenoate (12:1n7) to palmitate (16:0),5-dodecenoate (12:1n7),Feces,palmitate (16:0),Adipose Tissue | Bladder | Blood | Cerebrospinal Fluid (CSF) | Feces | Fibroblasts | Kidney | Placenta | Platelet | Prostate | Saliva | Skeletal Muscle | Sweat | Urine | Epidermis
platelet volume,5-dodecenoate (12:1n7) to palmitoylcarnitine (c16),5-dodecenoate (12:1n7),Feces,palmitoylcarnitine (c16),Blood | Feces | Placenta | Saliva | Urine
platelet volume,5-dodecenoate (12:1n7) to pentadecanoate (15:0),5-dodecenoate (12:1n7),Feces,pentadecanoate (15:0),Adipose Tissue | Blood | Feces | Saliva | Sweat | Urine
platelet volume,5-dodecenoate (12:1n7) to stearate (18:0),5-dodecenoate (12:1n7),Feces,stearate (18:0),Adipose Tissue | Blood | Cerebrospinal Fluid (CSF) | Feces | Fibroblasts | Neuron | Placenta | Platelet | Prostate | Saliva | Skeletal Muscle | Sweat | Urine | Epidermis | Intestine | Brain | Erythrocyte
platelet volume,5-dodecenoate (12:1n7) to stearoylcarnitine (c18),5-dodecenoate (12:1n7),Feces,stearoylcarnitine (c18),Blood | Feces | Placenta | Urine
platelet volume,9-hydroxystearate to caprate (10:0),9-hydroxystearate,,caprate (10:0),Blood | Breast Milk | Feces | Placenta | Saliva | Sweat | Urine | Epidermis
platelet volume,9-hydroxystearate to margarate (17:0),9-hydroxystearate,,margarate (17:0),Adipose Tissue | Blood | Feces | Placenta | Prostate | Saliva | Skeletal Muscle | Urine
platelet volume,9-hydroxystearate to myristate (14:0),9-hydroxystearate,,myristate (14:0),Adipose Tissue | Blood | Cerebrospinal Fluid (CSF) | Feces | Placenta | Prostate | Saliva | Spleen | Urine | Epidermis
platelet volume,9-hydroxystearate to nonadecanoate (19:0),9-hydroxystearate,,nonadecanoate (19:0),Feces | Placenta
platelet volume,9-hydroxystearate to palmitate (16:0),9-hydroxystearate,,palmitate (16:0),Adipose Tissue | Bladder | Blood | Cerebrospinal Fluid (CSF) | Feces | Fibroblasts | Kidney | Placenta | Platelet | Prostate | Saliva | Skeletal Muscle | Sweat | Urine | Epidermis
platelet volume,9-hydroxystearate to pentadecanoate (15:0),9-hydroxystearate,,pentadecanoate (15:0),Adipose Tissue | Blood | Feces | Saliva | Sweat | Urine
platelet volume,9-hydroxystearate to stearate (18:0),9-hydroxystearate,,stearate (18:0),Adipose Tissue | Blood | Cerebrospinal Fluid (CSF) | Feces | Fibroblasts | Neuron | Placenta | Platelet | Prostate | Saliva | Skeletal Muscle | Sweat | Urine | Epidermis | Intestine | Brain | Erythrocyte
platelet volume,9-hydroxystearate to stearoylcarnitine (c18),9-hydroxystearate,,stearoylcarnitine (c18),Blood | Feces | Placenta | Urine
platelet volume,adrenate (22:4n6) to palmitoleate (16:1n7),adrenate (22:4n6),Blood | Feces | Neuron | Placenta | Urine,palmitoleate (16:1n7),Adipose Tissue | Blood | Cerebrospinal Fluid (CSF) | Feces | Placenta | Prostate | Saliva | Skeletal Muscle | Urine
platelet volume,arachidonate (20:4n6) to palmitoleate (16:1n7),arachidonate (20:4n6),Adipose Tissue | Blood | Cerebrospinal Fluid (CSF) | Feces | Fibroblasts | Kidney | Liver | Neuron | Pancreas | Placenta | Platelet | Prostate | Saliva | Skeletal Muscle | Spleen | Testis | Thyroid Gland | Urine | Epidermis | Intestine | Lung,palmitoleate (16:1n7),Adipose Tissue | Blood | Cerebrospinal Fluid (CSF) | Feces | Placenta | Prostate | Saliva | Skeletal Muscle | Urine
platelet volume,dihomo-linoleate (20:2n6) to 10-heptadecenoate (17:1n7),dihomo-linoleate (20:2n6),Blood | Feces | Placenta,10-heptadecenoate (17:1n7),Blood | Feces | Placenta
platelet volume,dihomo-linoleate (20:2n6) to 5-dodecenoate (12:1n7),dihomo-linoleate (20:2n6),Blood | Feces | Placenta,5-dodecenoate (12:1n7),Feces
platelet volume,dihomo-linoleate (20:2n6) to myristoleate (14:1n5),dihomo-linoleate (20:2n6),Blood | Feces | Placenta,myristoleate (14:1n5),Adipose Tissue | Blood | Feces | Placenta | Saliva
platelet volume,dihomo-linoleate (20:2n6) to palmitoleate (16:1n7),dihomo-linoleate (20:2n6),Blood | Feces | Placenta,palmitoleate (16:1n7),Adipose Tissue | Blood | Cerebrospinal Fluid (CSF) | Feces | Placenta | Prostate | Saliva | Skeletal Muscle | Urine
platelet volume,dihomo-linoleate (20:2n6) to palmitoleoylcarnitine (c16:1)*,dihomo-linoleate (20:2n6),Blood | Feces | Placenta,palmitoleoylcarnitine (c16:1)*,
platelet volume,dihomo-linoleate (20:2n6) to stearate (18:0),dihomo-linoleate (20:2n6),Blood | Feces | Placenta,stearate (18:0),Adipose Tissue | Blood | Cerebrospinal Fluid (CSF) | Feces | Fibroblasts | Neuron | Placenta | Platelet | Prostate | Saliva | Skeletal Muscle | Sweat | Urine | Epidermis | Intestine | Brain | Erythrocyte
platelet volume,dihomo-linolenate (20:3n3 or n6) to 10-heptadecenoate (17:1n7),dihomo-linolenate (20:3n3 or n6),Adipose Tissue | Blood | Feces | Placenta | Saliva | Epidermis,10-heptadecenoate (17:1n7),Blood | Feces | Placenta
platelet volume,dihomo-linolenate (20:3n3 or n6) to 2-hydroxypalmitate,dihomo-linolenate (20:3n3 or n6),Adipose Tissue | Blood | Feces | Placenta | Saliva | Epidermis,2-hydroxypalmitate,Feces | Placenta
platelet volume,dihomo-linolenate (20:3n3 or n6) to 5-dodecenoate (12:1n7),dihomo-linolenate (20:3n3 or n6),Adipose Tissue | Blood | Feces | Placenta | Saliva | Epidermis,5-dodecenoate (12:1n7),Feces
platelet volume,dihomo-linolenate (20:3n3 or n6) to hexadecadienoate (16:2n6),dihomo-linolenate (20:3n3 or n6),Adipose Tissue | Blood | Feces | Placenta | Saliva | Epidermis,hexadecadienoate (16:2n6),Feces
platelet volume,dihomo-linolenate (20:3n3 or n6) to myristoleate (14:1n5),dihomo-linolenate (20:3n3 or n6),Adipose Tissue | Blood | Feces | Placenta | Saliva | Epidermis,myristoleate (14:1n5),Adipose Tissue | Blood | Feces | Placenta | Saliva
platelet volume,dihomo-linolenate (20:3n3 or n6) to myristoleoylcarnitine (c14:1)*,dihomo-linolenate (20:3n3 or n6),Adipose Tissue | Blood | Feces | Placenta | Saliva | Epidermis,myristoleoylcarnitine (c14:1)*,Placenta
platelet volume,dihomo-linolenate (20:3n3 or n6) to n-stearoyl-sphingadienine (d18:2/18:0)*,dihomo-linolenate (20:3n3 or n6),Adipose Tissue | Blood | Feces | Placenta | Saliva | Epidermis,n-stearoyl-sphingadienine (d18:2/18:0)*,Feces
platelet volume,dihomo-linolenate (20:3n3 or n6) to palmitoleate (16:1n7),dihomo-linolenate (20:3n3 or n6),Adipose Tissue | Blood | Feces | Placenta | Saliva | Epidermis,palmitoleate (16:1n7),Adipose Tissue | Blood | Cerebrospinal Fluid (CSF) | Feces | Placenta | Prostate | Saliva | Skeletal Muscle | Urine
platelet volume,dihomo-linolenate (20:3n3 or n6) to palmitoleoylcarnitine (c16:1)*,dihomo-linolenate (20:3n3 or n6),Adipose Tissue | Blood | Feces | Placenta | Saliva | Epidermis,palmitoleoylcarnitine (c16:1)*,
platelet volume,dihomo-linolenate (20:3n3 or n6) to palmitoylcarnitine (c16),dihomo-linolenate (20:3n3 or n6),Adipose Tissue | Blood | Feces | Placenta | Saliva | Epidermis,palmitoylcarnitine (c16),Blood | Feces | Placenta | Saliva | Urine
platelet volume,dihomo-linolenate (20:3n3 or n6) to tetradecadienoate (14:2)*,dihomo-linolenate (20:3n3 or n6),Adipose Tissue | Blood | Feces | Placenta | Saliva | Epidermis,tetradecadienoate (14:2)*,
platelet volume,docosadienoate (22:2n6) to 5-dodecenoate (12:1n7),docosadienoate (22:2n6),Feces | Placenta,5-dodecenoate (12:1n7),Feces
platelet volume,docosadienoate (22:2n6) to palmitoleate (16:1n7),docosadienoate (22:2n6),Feces | Placenta,palmitoleate (16:1n7),Adipose Tissue | Blood | Cerebrospinal Fluid (CSF) | Feces | Placenta | Prostate | Saliva | Skeletal Muscle | Urine
platelet volume,docosapentaenoate (n6 dpa; 22:5n6) to palmitoleate (16:1n7),docosapentaenoate (n6 dpa; 22:5n6),Adipose Tissue | Blood | Feces | Fibroblasts | Placenta | Platelet | Urine,palmitoleate (16:1n7),Adipose Tissue | Blood | Cerebrospinal Fluid (CSF) | Feces | Placenta | Prostate | Saliva | Skeletal Muscle | Urine
platelet volume,docosapentaenoate n3 DPA; 22:5n3 to 5-dodecenoate (12:1n7),docosapentaenoate (n3 dpa; 22:5n3),Blood | Feces | Placenta | Urine,5-dodecenoate (12:1n7),Feces
platelet volume,docosapentaenoate n3 DPA; 22:5n3 to hexadecadienoate (16:2n6),docosapentaenoate (n3 dpa; 22:5n3),Blood | Feces | Placenta | Urine,hexadecadienoate (16:2n6),Feces
platelet volume,docosapentaenoate n3 DPA; 22:5n3 to myristoleate (14:1n5),docosapentaenoate (n3 dpa; 22:5n3),Blood | Feces | Placenta | Urine,myristoleate (14:1n5),Adipose Tissue | Blood | Feces | Placenta | Saliva
platelet volume,docosapentaenoate n3 DPA; 22:5n3 to palmitoleate (16:1n7),docosapentaenoate (n3 dpa; 22:5n3),Blood | Feces | Placenta | Urine,palmitoleate (16:1n7),Adipose Tissue | Blood | Cerebrospinal Fluid (CSF) | Feces | Placenta | Prostate | Saliva | Skeletal Muscle | Urine
platelet volume,docosapentaenoate n3 DPA; 22:5n3 to palmitoleoylcarnitine (c16:1)*,docosapentaenoate (n3 dpa; 22:5n3),Blood | Feces | Placenta | Urine,palmitoleoylcarnitine (c16:1)*,
platelet volume,docosatrienoate (22:3n3) to myristate (14:0),docosatrienoate (22:3n6)*,Blood | Feces | Placenta,myristate (14:0),Adipose Tissue | Blood | Cerebrospinal Fluid (CSF) | Feces | Placenta | Prostate | Saliva | Spleen | Urine | Epidermis
platelet volume,docosatrienoate (22:3n3) to myristate (14:0),docosatrienoate (22:3n3),Blood | Feces | Placenta,myristate (14:0),Adipose Tissue | Blood | Cerebrospinal Fluid (CSF) | Feces | Placenta | Prostate | Saliva | Spleen | Urine | Epidermis
platelet volume,docosatrienoate (22:3n3) to palmitoleoylcarnitine (c16:1)*,docosatrienoate (22:3n6)*,Blood | Feces | Placenta,palmitoleoylcarnitine (c16:1)*,
platelet volume,docosatrienoate (22:3n3) to palmitoleoylcarnitine (c16:1)*,docosatrienoate (22:3n3),Blood | Feces | Placenta,palmitoleoylcarnitine (c16:1)*,
platelet volume,docosatrienoate (22:3n3) to palmitoylcarnitine (c16),docosatrienoate (22:3n6)*,Blood | Feces | Placenta,palmitoylcarnitine (c16),Blood | Feces | Placenta | Saliva | Urine
platelet volume,docosatrienoate (22:3n3) to palmitoylcarnitine (c16),docosatrienoate (22:3n3),Blood | Feces | Placenta,palmitoylcarnitine (c16),Blood | Feces | Placenta | Saliva | Urine
